fid,Schad_X207,Schad_X208,Schad_X265,Schad_X209,C29_1394_2,Schad_2469,Typ_X210,X_210,X_207,X_208,X_209,VII_2469,X_265,C29_1394,str_inter,Ottawa
7252,nicht kartiert,nicht kartiert,Nicht Kartiert,nicht kartiert,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{nicht kategorisiert},,,
7253,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,Totale Schäden
7254,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,Totale Schäden
7255,Totalschaden alt,Totalschaden alt,Total zerstört,Totalschaden alt,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{Totalschaden alt},{Totalschaden alt},{Totalschaden alt},{total beschädigt},{total zerstört},,,Totale Schäden
7256,Totalschaden alt,Totalschaden alt,Total zerstört,Totalschaden alt,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{Totalschaden alt},{Totalschaden alt},{Totalschaden alt},"{total beschädigt, Mauerteile, die einzustürzen drohen}",{total zerstört},,,Totale Schäden
7257,nicht kartiert,schwerer Schaden neu,Über 40% zerstört,nicht kartiert,geräumte Fläche,schwer beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{Schwerer Schaden neu},{nicht kartiert},{schwer beschädigt},{über 40% zerstört},,,Schwere Schäden
7258,nicht kartiert,nicht kartiert,Über 40% zerstört,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{über 40% zerstört},,,leichte u.mittlere Schäden
7259,schwerer Schaden neu,Totalschaden neu,Total zerstört,schwerer Schaden neu,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{Schwerer Schaden neu},{Totalschaden neu},{Schwerer Schaden neu},{total beschädigt},{total zerstört},,,Totale Schäden
7260,schwerer Schaden neu,Totalschaden neu,Total zerstört,schwerer Schaden neu,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{Schwerer Schaden neu},{Totalschaden neu},{Schwerer Schaden neu},{total beschädigt},{total zerstört},,,Totale Schäden
7261,schwerer Schaden neu,Totalschaden neu,Total zerstört,schwerer Schaden neu,geräumte Fläche,total beschädigt,historisches Gebäude,{Historische Gebäude},{Schwerer Schaden neu},{Totalschaden neu},{Schwerer Schaden neu},{total beschädigt},{total zerstört},,1,Totale Schäden
7262,schwerer Schaden alt,schwerer Schaden neu,Total zerstört,schwerer Schaden neu,nicht kartiert,schwer beschädigt,historisches Gebäude,{Historische Gebäude},{Schwerer Schaden alt},{Schwerer Schaden neu},{Schwerer Schaden neu},{schwer beschädigt},{total zerstört},,1,Schwere Schäden
7263,schwerer Schaden alt,nicht kartiert,Nicht Kartiert,schwerer Schaden neu,geräumte Fläche,nicht kartiert,historisches Gebäude,{Historische Gebäude},{Schwerer Schaden alt},{nicht kartiert},{Schwerer Schaden neu},,{nicht kategorisiert},,,
7264,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,geräumte Fläche,nicht kartiert,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},,{total zerstört},,,
7287,Totalschaden alt,Totalschaden alt,Total zerstört,Totalschaden alt,nicht kartiert,schwer beschädigt,historisches Gebäude,{Historische Gebäude},{Totalschaden alt},{Totalschaden alt},{Totalschaden alt},{schwer beschädigt},{total zerstört},,,
7288,Totalschaden neu,Totalschaden alt,Total zerstört,Totalschaden neu,geräumte Fläche,total beschädigt,historisches Gebäude,{Historische Gebäude},{Totalschaden neu},{Totalschaden alt},{Totalschaden neu},{total beschädigt},{total zerstört},,,
7289,Totalschaden neu,Totalschaden alt,Total zerstört,Totalschaden neu,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{Totalschaden neu},{Totalschaden alt},{Totalschaden neu},{total beschädigt},{total zerstört},,,
7290,Totalschaden neu,Totalschaden alt,Wieder aufgebaut,Totalschaden neu,geräumte Fläche,schwer beschädigt,historisches Gebäude,{Historische Gebäude},{Totalschaden neu},{Totalschaden alt},{Totalschaden neu},{schwer beschädigt},{wieder aufgebaut},,,
7291,Totalschaden neu,Totalschaden alt,Total zerstört,Totalschaden neu,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{Totalschaden neu},{Totalschaden alt},{Totalschaden neu},{total beschädigt},{total zerstört},,,
7292,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{wieder aufgebaut},,,leichte u.mittlere Schäden
